date time	display name	content
2013-10-24 01:00:51-04:00	Anthony Bitetto	@bdonnaa @khendo86 finally off the line. I made it to the front. #BBM #NextIsBleepBleep
2013-10-23 22:06:21-04:00	Anthony Bitetto	Will I ever get to the front of the line ? #BBM  @khendo86
2013-10-23 04:07:15-04:00	Anthony Bitetto	@NickkAdams just worked you
2013-10-23 04:05:17-04:00	Anthony Bitetto	BBM is back? #WheresNextels
2013-10-22 03:12:43-04:00	Anthony Bitetto	@Burdish24 And I thought it was hard to be a giant fan this year, I'm relieved Tough night to be a minny fan. #Peasant
2013-10-20 05:51:06-04:00	Anthony Bitetto	Despite the tough lost tonight, Back to back weekends getting 3 of 4 points. Good start for the boys! #Peskyads #StayWeird
2013-10-19 02:53:12-04:00	Anthony Bitetto	Great win tonight in a tough road game. Quick turn around and Home opener is finally here. #PeskyAds #StatWeird
2013-10-18 02:34:30-04:00	Anthony Bitetto	"""I would kill for a cookie, double sided Scooby snack"" @Valentine_s22"
2013-10-17 01:36:22-04:00	Anthony Bitetto	Awesome turn out tonight at the Prevent Blindness dinner! http://t.co/gBkqodREsW
2013-10-13 18:38:08-04:00	Anthony Bitetto	Back in Brew City!
2013-10-13 05:44:49-04:00	Anthony Bitetto	Great road weekend taking 3 of 4 pts to start the year. #StayWeird #TheBoys
2013-10-11 14:29:29-04:00	Anthony Bitetto	Game day! Couldn't be more excited for the first one of the year! #MoneyOnTheBoard
2013-10-09 13:02:26-04:00	Anthony Bitetto	First roady of the year #HereWeGo
2013-10-09 01:02:53-04:00	Anthony Bitetto	Great seeing all the season ticket holders tonight. Thank you all for all your support! #PeskyAds
2013-10-08 19:21:16-04:00	Anthony Bitetto	Crushing hours of GTA #Chop #Crew #ICG
2013-10-08 19:20:29-04:00	Anthony Bitetto	Too bad the weather can't be like this all year! #Perfection
2013-10-08 12:55:13-04:00	Anthony Bitetto	Great way to start the morning! Until it's snowing out http://t.co/j1780U5IS5
2013-10-07 12:37:39-04:00	Anthony Bitetto	After a great weekend, time to #RiseAndGrind
2013-10-07 02:46:22-04:00	Anthony Bitetto	Game 7.. time to get those digital hearts going #Battle @NickBitetto #Chel
2013-10-07 01:44:01-04:00	Anthony Bitetto	Someone likes the Milwaukee air http://t.co/BkQITddWpg
2013-10-06 13:34:19-04:00	Anthony Bitetto	Nice Sunday off to play #CouchTiger
2013-10-05 18:22:48-04:00	Anthony Bitetto	The assemble has begun!
2013-10-05 17:04:23-04:00	Anthony Bitetto	Irish Day in Milwaukee... #GetWeird
2013-10-03 18:30:03-04:00	Anthony Bitetto	Another shooting in Washington, this world we live in is insane.
2013-10-02 18:54:05-04:00	Anthony Bitetto	Going for the green jacket today! @charles_roussel @RealScottNichol http://t.co/QIBcnVADRb
2013-09-28 02:50:15-04:00	Anthony Bitetto	Touuggiieeee @PattyC29
2013-09-27 01:43:02-04:00	Anthony Bitetto	That will be one of the top Yankee moments. #42 #Mo
2013-09-26 03:16:52-04:00	Anthony Bitetto	Little weird not being able to watch the pinstripes this October #DoesntHappenOften
2013-09-26 01:35:13-04:00	Anthony Bitetto	Trying to watch a movie in the hotel.. Impossible @VinnySap
2013-09-23 19:46:32-04:00	Anthony Bitetto	Whattt uppp brew cityyyy! #BackAtIt
2013-09-21 18:34:50-04:00	Anthony Bitetto	Perfect day to catch up on tv shows. #CouchTiger
2013-09-18 20:18:10-04:00	Anthony Bitetto	Just reenacted the notebook scene getting off that fishing trip. #RainMuch
2013-09-17 03:07:36-04:00	Anthony Bitetto	The boys had a tough lost today, it was still an awesome feeling be able to wear the #Preds logo for the first time today.
2013-09-15 23:16:44-04:00	Anthony Bitetto	Hard working weekend for the boys, off to Florida in the morning to lace'em up for 1st preseason game of the year.
2013-09-15 04:28:51-04:00	Anthony Bitetto	Sweet entrance bro.. Lil Wayne really? Hahah #CircusIsInTow
2013-09-15 04:23:41-04:00	Anthony Bitetto	#FloydCanelo and here we go..
2013-09-15 02:51:18-04:00	Anthony Bitetto	Is money may going down tonight? #FloydCanelo
2013-09-15 02:31:18-04:00	Anthony Bitetto	Pretty pumped to watch this fight #FloydCanelo
2013-09-14 22:58:56-04:00	Anthony Bitetto	Too bad A&amp;M can't play D! #Brutal
2013-09-14 22:49:19-04:00	Anthony Bitetto	OMG!!! #BAMAvsTAMU
2013-09-14 22:36:33-04:00	Anthony Bitetto	Is it possible that A&amp;M comes back? #WouldBeSick
2013-09-13 00:08:43-04:00	Anthony Bitetto	Gotta love some Thursday night football.
2013-09-09 01:43:20-04:00	Anthony Bitetto	Salsa time!
2013-09-07 21:57:49-04:00	Anthony Bitetto	You at the game @dallas_dano ? Buckeye nation must be going nuts!
2013-09-07 02:28:52-04:00	Anthony Bitetto	Breaking Bad is unreal
2013-09-07 01:30:18-04:00	Anthony Bitetto	@mtscanlan thanks man!
2013-09-07 01:28:51-04:00	Anthony Bitetto	Awesome win for the boys! That D Chem with @seth_jones3 only going to get better. Good start to the weekend. Back at it in the morning.
2013-09-06 02:33:36-04:00	Anthony Bitetto	Rise and Shine tomorrow, the boys off to Florida for a 3 in 3 to start the year off right. #GoTime
2013-09-06 02:29:08-04:00	Anthony Bitetto	@KWilsonPreds the Bronx has to be rocking right now. #Yankees
2013-09-06 01:58:11-04:00	Anthony Bitetto	Is Eli wearing a broncos jersey tonight bc Peyton is no where to be found. #WheresWaldo
2013-09-05 15:40:21-04:00	Anthony Bitetto	“@SportsCenter: Nnamdi Asomugha offered teammate Anthony Dixon $24K to be able to wear the No. 24 this season for the 49ers. @skoolz43  so?
2013-09-04 14:56:37-04:00	Anthony Bitetto	@Antdog0921 my man, you ain't going to be around this year?
2013-09-03 22:30:32-04:00	Anthony Bitetto	Just landed in Nashville !
2013-09-03 02:02:39-04:00	Anthony Bitetto	Happy Birthday! @Prfct_Princezz One of the best fans in Brew City!
2013-09-02 18:06:18-04:00	Anthony Bitetto	Last full day in New York.. I guess I'll start packing now. Off to Nashville tomorrow. #Pumped
2013-09-01 00:22:37-04:00	Anthony Bitetto	That Clemson entrance was insane. I didnt know the Super Bowl was in August this year. #HolyCow
2013-08-31 21:36:53-04:00	Anthony Bitetto	#RollTide wow!
2013-08-29 04:26:23-04:00	Anthony Bitetto	Playing vids in the sauna must be the new workout @bdonnaa @NickBitetto #SweatBox
2013-08-28 04:41:57-04:00	Anthony Bitetto	@JonBlum7 @AdrianPeterson @Valentine_s22 @khendo86 @muells129 Great Draft with the boys!
2013-08-26 01:41:53-04:00	Anthony Bitetto	Well that performance just wasted three minutes of my life
2013-08-26 01:22:30-04:00	Anthony Bitetto	Hanna Montana really turn the down the wrong way. Should of followed the Yellow Brick road with Dorothy!
2013-08-25 14:52:25-04:00	Anthony Bitetto	Beautiful Sunday!
2013-08-22 18:21:01-04:00	Anthony Bitetto	Love this guy! http://t.co/Izfbvhpu1o
2013-08-22 14:01:13-04:00	Anthony Bitetto	Thanks @TillyHockey for some awesome gear! http://t.co/hT2GuFpOqu
2013-08-21 21:06:42-04:00	Anthony Bitetto	This #Waze app is unreal #MustGet
2013-08-20 16:06:43-04:00	Anthony Bitetto	Great day so far @HockeyPrestige summer camp. #DevelopingLIHockey
2013-08-20 00:07:39-04:00	Anthony Bitetto	#TLC has some special tonight at 9 #DontMissIt #WhatAJoke http://t.co/lQwoW7XcXQ
2013-08-19 14:18:26-04:00	Anthony Bitetto	First day of @HockeyPrestige summer camp. #GrindWeek
2013-08-18 23:43:52-04:00	Anthony Bitetto	Giants game! #BleedBlue
2013-08-14 13:33:44-04:00	Anthony Bitetto	What's up Philly http://t.co/Akq4wus6Al
2013-08-13 22:49:51-04:00	Anthony Bitetto	@ohh_davie @mjmx23 @lilmikey511 @a_diorio it's very simple.. We don't pay peasants. #PrestigeMotto
2013-08-11 23:02:05-04:00	Anthony Bitetto	Duff packs bombs. #Beauty
2013-08-08 00:37:21-04:00	Anthony Bitetto	Well if I do win I will do those things for y'all! And @shalls91 you could be my #Peasant at the kingdom. #TheBoys
2013-08-08 00:14:29-04:00	Anthony Bitetto	Just picked up my power-ball ticket. What am I going to do with that money?
2013-08-07 20:13:54-04:00	Anthony Bitetto	I Would love to see Tiger win this last Major of the year. #TigerTime
2013-08-07 14:56:45-04:00	Anthony Bitetto	@KrugTorey Good seeing this guy last night. Still waiting for a follow. #DPartners
2013-08-07 03:13:00-04:00	Anthony Bitetto	King of queens.. Never a bad choice
2013-08-06 05:18:02-04:00	Anthony Bitetto	A-Rod is the new Tebow on @espn.. Like anything else happening in the sports world?
2013-08-04 16:18:01-04:00	Anthony Bitetto	Time for a new computer. Is the retina worth it? #Mac #Apple
2013-08-02 23:29:46-04:00	Anthony Bitetto	Tiger back? #IThinkSo http://t.co/NC1rq6XJyU
2013-08-01 13:49:31-04:00	Anthony Bitetto	Tiger time @ohh_davie @lilmikey511
2013-08-01 03:19:52-04:00	Anthony Bitetto	Someone's a little sleepy tonight #Reggie http://t.co/j39BQs4QQX
2013-07-27 22:03:01-04:00	Anthony Bitetto	About to watch The Conjuring. @Cfieldsy
2013-07-24 22:19:07-04:00	Anthony Bitetto	@seth_jones3 @mliambas I'd rather be @Latta17 and live to 30.
2013-07-24 15:00:31-04:00	Anthony Bitetto	“@bdonnaa: Someone make me breakfast, Saige isn't gonna.” Will somebody get this kid a happy meal.
2013-07-23 12:30:58-04:00	Anthony Bitetto	Brew city today!
2013-07-22 17:53:34-04:00	Anthony Bitetto	Just grinding #ConditioningDays
2013-07-22 00:21:51-04:00	Anthony Bitetto	Steaks and Salmon.. Never a bad choice. #DinnerCrushing
2013-07-21 13:43:27-04:00	Anthony Bitetto	Take the vest off it's Sunday. #TigerTime
2013-07-17 13:48:17-04:00	Anthony Bitetto	Heading over to Lake Geneva today! Good ole wisco lakes. @Cfieldsy
2013-07-17 13:47:18-04:00	Anthony Bitetto	Started the day with a nice 26 mile bike.  Trying to get my @mliambas on. #LanceWho
2013-07-17 02:52:54-04:00	Anthony Bitetto	#42 #Rivera #EnoughSaid
2013-07-15 22:39:58-04:00	Anthony Bitetto	“@fosser07: @Valentine_s22 I hear the lower back is a great place for a tat...” Yea for someone like you
2013-07-15 20:05:46-04:00	Anthony Bitetto	Who wins the #HomeRunDerby tonight?
2013-07-15 18:47:04-04:00	Anthony Bitetto	@mj_angelone @bdonnaa Happy Bday man!
2013-07-15 18:43:54-04:00	Anthony Bitetto	Thanks everyone for the birthday wishes!
2013-07-15 14:51:24-04:00	Anthony Bitetto	Beautiful day to swing the wrenches @BillWirtz #TigerTime
2013-07-15 03:21:46-04:00	Anthony Bitetto	Tough TV lineup on a Sunday night.. I guess I'm sticking with law and order re-runs #ToughGo
2013-07-14 14:22:33-04:00	Anthony Bitetto	Great week in Nashville! Always nice coming down here. #Preds
2013-07-13 17:08:21-04:00	Anthony Bitetto	And the support from the fans... forgetaboutit! Unbelievable the amount of support we had today from @PredsNHL fans! #ThankYou #PredsNation
2013-07-13 17:06:28-04:00	Anthony Bitetto	What a game today, tough not to win the scooter cup but it was an awesome time this week @PredsNHL camp!...
2013-07-13 02:44:56-04:00	Anthony Bitetto	“@mvalu5: Should i buy these? @ABitetto7 http://t.co/dcqNSBrWZC” yes.. 100% get those.
2013-07-12 23:39:11-04:00	Anthony Bitetto	One more day at @PredsNHL camp, it's been an awesome week! Take home the cup tomorrow. #GeliCup
2013-07-12 23:18:34-04:00	Anthony Bitetto	“@RealScottNichol: Giants,Wizards and Elves #thegamehaschanged http://t.co/1bOD79hfGM” @PredsNHL
2013-07-11 19:15:25-04:00	Anthony Bitetto	Baking cookies was a little more challenging then I anticipated. Got it done though @GarrettNoonan13 @leip28 #Phill http://t.co/JYEc8hFq4H
2013-07-11 18:05:13-04:00	Anthony Bitetto	Heading out into the community today to bake some cookies at the Ronald McDonald house in Nashville!
2013-07-10 23:58:03-04:00	Anthony Bitetto	“@shalls91: Storm made the tv go out in the hotel, there goes my night #storytime?” #Peasant
2013-07-10 16:47:56-04:00	Anthony Bitetto	It is truly awesome the amount of fans here at @PredsNHL camp. Love the support. #Preds
2013-07-09 17:13:35-04:00	Anthony Bitetto	@PREDSident @predsnhl @subdiva haha Nothing like a good old cannoli.. Maybe I could place an order. #MariosBakery
2013-07-09 02:18:45-04:00	Anthony Bitetto	Pretty sure this is the same size steak this guy order tonight at dinner @mvalu5 #HungryMuch http://t.co/D1A0I8vN99
2013-07-09 02:04:32-04:00	Anthony Bitetto	Awesome first day at @PredsNHL camp. Early start to the day tomorrow. #TrackSesh
2013-07-08 14:43:38-04:00	Anthony Bitetto	Preds fans, give @mliambas a follow! Great guy and he's in town for @PredsNHL camp. #HelpHimOut
2013-07-08 02:38:15-04:00	Anthony Bitetto	“@Latta17: @ABitetto7 @charles_roussel @shalls91 @mliambas the boys!!!!” We are missing ya kid. #HulkSmash
2013-07-08 00:40:03-04:00	Anthony Bitetto	Kobe steaks in Nashville! @charles_roussel @shalls91 @mliambas   #Watty
2013-07-07 23:05:32-04:00	Anthony Bitetto	Walking through Nashvillie airport and who do I see ... #Wee-Man #SmashVille
2013-07-07 22:51:08-04:00	Anthony Bitetto	Finally arrived in Nashville!
2013-07-07 17:20:59-04:00	Anthony Bitetto	On my way to the airport, pretty pumped to see all the boys at @PredsNHL Camp. Should be a great week coming up!
2013-07-06 00:07:58-04:00	Anthony Bitetto	Intense day in the @NHL.. #GottaLoveIt
2013-07-05 23:36:06-04:00	Anthony Bitetto	This guy just keeps growing! #SlowDown http://t.co/s4br1b6EsJ
2013-07-04 22:09:34-04:00	Anthony Bitetto	@dallas_dano hahaha not your brother! Joey chestnut
2013-07-04 22:05:10-04:00	Anthony Bitetto	This guy Joey just crushed 69 hot dogs.  #Wow
2013-07-04 14:44:13-04:00	Anthony Bitetto	Happy 4th of July everyone! Enjoy and make sure those fireworks blow up the right way! #Merica
2013-07-02 12:53:39-04:00	Anthony Bitetto	Anyone see world war Z?
2013-06-30 22:19:38-04:00	Anthony Bitetto	Meadowbrook challenge? #Anyone
2013-06-26 11:13:29-04:00	Anthony Bitetto	After a great 4 day trip, back to reality. #GrindTime
2013-06-22 20:06:53-04:00	Anthony Bitetto	And I'm back. #RockCity
2013-06-20 02:53:33-04:00	Anthony Bitetto	This game is ridiculous! #BecauseItsTheCup
2013-06-12 19:20:34-04:00	Anthony Bitetto	Heading to the course to swing the wrenches. Might send some clips to my coach @SFordy4 #FordoProject
2013-06-11 15:00:47-04:00	Anthony Bitetto	Nothing like that alarm going off at 5:30am and you mind racing knowing your about to go thru hell 1st workout of the day over! #ThankGod
2013-06-10 02:09:24-04:00	Anthony Bitetto	Miami is rocking!! #WOW
2013-06-09 20:38:42-04:00	Anthony Bitetto	Anyone.. Aqueduct? #letsgo #FeelingIt
2013-06-09 03:03:20-04:00	Anthony Bitetto	Who ya got? #NHL #NHLOT
2013-06-09 02:45:50-04:00	Anthony Bitetto	Gotta love playoff hockey #BecauseItsTheCup
2013-06-07 22:53:04-04:00	Anthony Bitetto	@Valentine_s22 we could have our own. #BrewCity http://t.co/DVlYlvd5uh
2013-06-06 10:14:05-04:00	Anthony Bitetto	It's go time #RiseAndGrind http://t.co/U2NxveT6aR
2013-06-06 01:24:51-04:00	Anthony Bitetto	Nothing beats going to the gym and seeing a meathead wearing sunglasses,  arm sleeve, a fitted hat and walking around flexing #Classic
2013-06-04 21:48:36-04:00	Anthony Bitetto	If your on Long Island and looking for some awesome hockey training check out these guys @Hockeyprestige top of the line training!
2013-05-31 19:11:00-04:00	Anthony Bitetto	Perfect weather!
2013-05-30 03:08:52-04:00	Anthony Bitetto	Well good thing Chi won, otherwise we would of heard pierre for the next week talk about that bad call #ThankGod
2013-05-29 16:37:01-04:00	Anthony Bitetto	Great lift this morning, now sitting down for some good sushi @Cfieldsy
2013-05-28 21:04:18-04:00	Anthony Bitetto	I better start building an ark with this weather #NoahTime
2013-05-28 01:43:39-04:00	Anthony Bitetto	No better way to end the roady with Forrest Gump on in the car. #Classic
2013-05-27 22:35:03-04:00	Anthony Bitetto	Little boy can't handle the front @graavina #Softy http://t.co/RDTGtUUk2K
2013-05-27 14:04:17-04:00	Anthony Bitetto	What a weekend! Back to the grind and time to get to work! #UntillNextYear
2013-05-26 12:57:47-04:00	Anthony Bitetto	Race day! #StayWeird #indy500
2013-05-24 10:59:07-04:00	Anthony Bitetto	After monsoons, twisters, fog,sunrise and sunsets.. Their only two that remain! @lespier44 @BillWirtz @NickBitetto http://t.co/SHhf0GLCxT
2013-05-24 00:54:01-04:00	Anthony Bitetto	Literally driving thru a monsoon! #IndyTrip
2013-05-23 11:19:02-04:00	Anthony Bitetto	Start your enginessss.... Off to Indy today for the 500 #RoadTrip
2013-05-23 03:01:25-04:00	Anthony Bitetto	Great day out on the boat http://t.co/tIwLXXVwGT
2013-05-22 00:46:34-04:00	Anthony Bitetto	Did pierre just lose his mind on the boys? #YeaBeQuietNow
2013-05-20 01:06:55-04:00	Anthony Bitetto	@sunnie5274 Congrats to an awesome fan on getting her bachelors! #CongratsGRAD
2013-05-19 17:03:12-04:00	Anthony Bitetto	@Alpo1289 #StayInIp #Demis http://t.co/C4s4asLeb4
2013-05-19 14:11:24-04:00	Anthony Bitetto	Hatfields &amp; McCoys.. Worth the watch? #CouchTigerDay
2013-05-19 02:08:51-04:00	Anthony Bitetto	Wow! Shumpert just put the whole team on his back doe.. #Domination
2013-05-17 12:38:36-04:00	Anthony Bitetto	#RiseAndGrind http://t.co/U2NxveT6aR
2013-05-17 01:59:13-04:00	Anthony Bitetto	Rick Nash game winner? Thoughts?
2013-05-17 01:30:31-04:00	Anthony Bitetto	The boys..
2013-05-16 04:09:39-04:00	Anthony Bitetto	"“@Prfct_Princezz: @ABitetto7 2, 11, 26, 34, 41, PB: 32
(Number 2, haha)  ;)” Thank You!"
2013-05-16 03:04:08-04:00	Anthony Bitetto	What are the power ball numbers?
2013-05-16 01:14:31-04:00	Anthony Bitetto	There's not a day that goes by that I don't crack myself up! #JustLovingLife @jmaclellan27
2013-05-15 16:51:30-04:00	Anthony Bitetto	Anyone want to battle? #BecauseItsTheCup
2013-05-15 16:24:03-04:00	Anthony Bitetto	Notice how quiet @higgs3291 has been today. Did someone lose a heartbreaker yesterday? #BecauseItsTheCup #Choke
2013-05-15 11:31:58-04:00	Anthony Bitetto	Day 1 #BackToWork
2013-05-14 15:23:59-04:00	Anthony Bitetto	“@higgs3291: @ABitetto7 when do you want me to finish that beating i gave you yesterday #Battle4TheCup #NHL” ASAP.
2013-05-14 02:27:40-04:00	Anthony Bitetto	You know you run show when they chant #Henrik in Washington. #TheKing
2013-05-14 00:59:16-04:00	Anthony Bitetto	@ohh_davie this Wednesday?
2013-05-14 00:35:46-04:00	Anthony Bitetto	Gotta love the playoffs #PlayoffHockey
2013-05-13 16:34:11-04:00	Anthony Bitetto	Some good game 7's on today! Ale's house ? #TheBoys
2013-05-12 17:04:25-04:00	Anthony Bitetto	Happy Mother's Day! Can't thank my momma enough for everything! #EnjoyTheDay
2013-05-12 00:02:17-04:00	Anthony Bitetto	“@bigern10: I wanna fight @the_ironsheik break his back, make him humble!!!!” Put him in the bathroom. Him and watty can fit
2013-05-11 13:33:21-04:00	Anthony Bitetto	@Gaynordaboss Tough day coming for you pal. #Battle4TheCup
2013-05-10 21:38:47-04:00	Anthony Bitetto	@lespier44 with the score of the day 66!  Too bad we only played 9 pal. #Golf @NickBitetto @higgs3291
2013-05-10 16:16:46-04:00	Anthony Bitetto	Just crushed a nice meal now heading to swing the wrenches @higgs3291 @NickBitetto @lespier44 #TigerTime
2013-05-10 01:46:49-04:00	Anthony Bitetto	Al's house? #OnlyInThePark
2013-05-09 23:46:37-04:00	Anthony Bitetto	“@jobiegirl6: @ABitetto7 are you cheering for the Isles as a NY guy?” NEVER lol! Only one team I cheer for... #TheBoys
2013-05-09 23:31:57-04:00	Anthony Bitetto	Anyone watching this Isles pens game? Gotta love #PlayoffHockey
2013-05-09 20:13:34-04:00	Anthony Bitetto	Finally a little sunshine!
2013-05-09 03:25:46-04:00	Anthony Bitetto	After a long 15 hours, finally pull up to the house! Goodnight ya'll! #HomeSweetHome
2013-05-08 22:48:27-04:00	Anthony Bitetto	Thank you everyone!
2013-05-08 22:42:43-04:00	Anthony Bitetto	Does anyone knows what the verdict to Jodi Arias case was?
2013-05-08 18:40:34-04:00	Anthony Bitetto	Thanks for the company bro.. http://t.co/AjqB1noPGA
2013-05-08 13:10:58-04:00	Anthony Bitetto	And the journey begins... New York here I come.. #Reggie http://t.co/PsQvK531gz
2013-05-07 19:01:52-04:00	Anthony Bitetto	Just finished packing like a mad man. @SFordy4 @Valentine_s22 journey home soon to begin! http://t.co/ua8RpYeEjt
2013-05-06 15:17:34-04:00	Anthony Bitetto	...early but looking forward I can't wait to get back here and get it going again! Thank you!
2013-05-06 15:16:55-04:00	Anthony Bitetto	Thank you to all of the Milwaukee Fans, it has been a great pleasure playing in front of you this year! It's stinks we got knocked out ...
2013-05-06 00:12:29-04:00	Anthony Bitetto	“@Alpo1289: Old school crew #DarkHorse #RVC #CincoDeMayo #SundayFunday adele_gabrielle @billwirtz http://t.co/mpiMmnYhKQ” Get Weird!
2013-05-05 02:28:48-04:00	Anthony Bitetto	"“@JeremySmith30: . You never throw a Detroit hat on a Bronx bomber dog! #Yanks4Life #TheBoss
No wonder he looking mad"
2013-05-03 21:59:54-04:00	Anthony Bitetto	@NickkAdams as a baby? #GuyNeverChanges http://t.co/wk241e1hZH
2013-05-03 04:51:41-04:00	Anthony Bitetto	@skoolz43 love when the boys get #Weird Happy Birthday to my boy @Valentine_s22 #StayWeird
2013-05-03 00:10:55-04:00	Anthony Bitetto	The boys... I know their going ham right now in the cave @NickBitetto @lespier44
2013-05-02 23:42:01-04:00	Anthony Bitetto	Great flick on a very weird day in Texas.   #42 @khendo86
2013-05-02 21:19:53-04:00	Anthony Bitetto	“@bdonnaa: @ABitetto7 dine in theatre or nah?” Lazy boys and full course menu.
2013-05-02 21:14:28-04:00	Anthony Bitetto	Can't believe how nice this movie theater is. #42 doing it for Jackie @khendo86
2013-04-30 01:14:31-04:00	Anthony Bitetto	Just landed in Texas for some playoff hockey. #PeskyAds
2013-04-25 01:22:02-04:00	Anthony Bitetto	Just crushed an amazing meal with @Cfieldsy at @HarborHouseMKE... Defiantly will be coming back here! #FoodComa
2013-04-22 15:21:23-04:00	Anthony Bitetto	@Mr_LuMpY_PaNts I see your getting ready for #PrestigeWorldwide #Dedicated #CoachPete Wonder what this guy is doing @ohh_davie ?
2013-04-20 03:59:20-04:00	Anthony Bitetto	So jacked up right now.. Huge win for the boys and just found out that you can't win at hide and seek with the USA! #Merica #BostonStrong
2013-04-18 03:32:56-04:00	Anthony Bitetto	Happy Birthday @KelsOSull !
2013-04-17 23:30:59-04:00	Anthony Bitetto	I don't think you can get closer to a game.. Unless you hit the field streaking #BrewerGame http://t.co/ZIGz2oOUZ5
2013-04-17 03:42:07-04:00	Anthony Bitetto	Great cause tonight! Can't believe my hair is gone! #ForCancer
2013-04-16 17:06:02-04:00	Anthony Bitetto	Huge game tonight! Shaving my head tonight after the game for cancer! Frank don't get mad that someone else is cutting my hair tonight. #J&amp;M
2013-04-15 21:47:07-04:00	Anthony Bitetto	This world is getting ridiculous! #PrayForBoston
2013-04-14 20:44:19-04:00	Anthony Bitetto	#Relic day!
2013-04-14 04:25:21-04:00	Anthony Bitetto	Way to many penalties tonight. Need to keep pushing forward. #StayWeird #PlayoffPush loved the fan support!
2013-04-11 17:22:50-04:00	Anthony Bitetto	"Does anyone use this app ""Keek"" ? #IsitWorthIt"
2013-04-11 02:26:32-04:00	Anthony Bitetto	Fun night at the booster club party. Really nice and special what all of you do for our team! #ThankYou
2013-04-10 19:49:24-04:00	Anthony Bitetto	Amazing how these old #Relies still can wack that ball. #Par3Contest
2013-04-08 19:24:21-04:00	Anthony Bitetto	Long long day...
2013-04-08 17:47:39-04:00	Anthony Bitetto	I thought those make you invisible? @PattyC29 http://t.co/rAZpLWyQrS
2013-04-07 23:56:50-04:00	Anthony Bitetto	Really wish is was with @NickBitetto and @lespier44.. These two must be going ham #WrestleMania
2013-04-07 22:32:57-04:00	Anthony Bitetto	Hard fought weekend! Well deserved win for the boys! #Relax
2013-04-07 03:54:25-04:00	Anthony Bitetto	After a Long travel day, no sleep and new positions for everyone, the boys pull out a big win in Charlotte! Back at it tomorrow. #StayHot
2013-04-06 16:25:56-04:00	Anthony Bitetto	Finally got whatsapp much easier to talk to the squinge @PattyC29 #StopDogginMe
2013-04-06 10:56:56-04:00	Anthony Bitetto	Can't wait for the second nap of the day. Heading to Charlotte #RealWeird
2013-04-05 16:50:41-04:00	Anthony Bitetto	Big #3in3 this weekend. Starts tonight. #GameDay
2013-04-04 19:13:10-04:00	Anthony Bitetto	@brockharringto1 Yes only one.
2013-04-04 19:03:10-04:00	Anthony Bitetto	@brockharringto1 I have a beautiful one already!
2013-04-04 18:55:10-04:00	Anthony Bitetto	What a gorgeous day in Milwaukee.. What to do with it?
2013-04-04 02:36:56-04:00	Anthony Bitetto	The boys are looking real nice right now...
2013-04-04 01:40:06-04:00	Anthony Bitetto	@Sunnie5274 @prfct_princezz First time! And would of been my last but Bernie when for a rip down the slide..
2013-04-04 01:12:23-04:00	Anthony Bitetto	And there goes Bernie.. #SlideTime
2013-04-04 01:06:23-04:00	Anthony Bitetto	@JaimeLisowski Never will trade it the Yanks hat.. But I am rocking a brew hat just to fit in. #OneTimeOnly
2013-04-04 01:05:35-04:00	Anthony Bitetto	This is nothing like a Yanks game.. But seriously they need to pick it up. #BronxBombers
2013-04-04 00:38:02-04:00	Anthony Bitetto	At the brewer game, really need to see this guy rip down this slide! No Yankee stadium though. #TheBoys http://t.co/52GDi9SH0M
2013-04-03 21:21:53-04:00	Anthony Bitetto	@Latta17 Going to miss this guy for sure! Best of luck bud. #Meaty #HulkSmash
2013-04-02 13:10:37-04:00	Anthony Bitetto	Nothing better than waking up to the birds chirpin and clear blue skies! #WhatADay
2013-03-31 15:11:15-04:00	Anthony Bitetto	Happy Easter !
2013-03-30 02:16:45-04:00	Anthony Bitetto	What a pass by my boy @JustinoDangles #AppleCity Only other D that can do that is #Coconuts
2013-03-29 17:36:30-04:00	Anthony Bitetto	Nothing beats this weather! #BrewCity
2013-03-25 03:46:44-04:00	Anthony Bitetto	@weggi27 Thanks man! Golf all summer  for sure. #HappyStyle #NoPutterThrows
2013-03-25 01:22:04-04:00	Anthony Bitetto	#DunkCity
2013-03-24 04:00:42-04:00	Anthony Bitetto	Thank you everyone! Nice to be able to get that first one. Need to get back at it and get 2pts tomorrow. #AmtrakRival
2013-03-23 04:09:40-04:00	Anthony Bitetto	“@Prfct_Princezz: I think it's getting close to @ABitetto7 to need a haircut!! #HatHair #PeskyAds” True!.. I need my barber frank though
2013-03-23 04:08:50-04:00	Anthony Bitetto	The boys are so hot right now. Huge win and Awesome Crowd tonight. #KeepTheStreak #StayWeird
2013-03-22 00:59:49-04:00	Anthony Bitetto	@JDiamond39 Congrats man!
2013-03-21 22:37:10-04:00	Anthony Bitetto	Is this about to happen doe... #Southern #MarchMadness
2013-03-21 21:07:05-04:00	Anthony Bitetto	Is Gonzaga serious right now? #IsThisTheYear #NoBodyKnows
2013-03-21 01:33:13-04:00	Anthony Bitetto	“@Mr_LuMpY_PaNts: @ABitetto7 I got gazler cutting down the nets #sleeper” That's hysterical!
2013-03-21 01:22:45-04:00	Anthony Bitetto	Anyone doing college basketball brackets? Who ya got? #MarchMadness
2013-03-20 01:44:12-04:00	Anthony Bitetto	Congrats to a good buddy of mine scoring his first NHL goal tonight #Muells
2013-03-19 23:54:30-04:00	Anthony Bitetto	@taybeckone9 Congrats bud! #StayWeirdForTheBoys
